model_family,experimento,population_size,n_generations,mutation_rate,cv_fitness,cv_accuracy,cv_recall,cv_f1,test_accuracy,test_recall,test_f1,hiperparametros
logistic_regression,baseline_ga,16,10,0.1,0.9669465477486718,0.9736115952131986,0.964703425229741,0.9647570253066294,0.9824561403508771,0.9761904761904762,0.9761904761904762,"{'C': 0.640067, 'penalty': 'l2'}"
logistic_regression,populacao_maior,32,10,0.1,0.9683517743179963,0.9758191007319623,0.964703425229741,0.9676015259387407,0.9824561403508771,0.9761904761904762,0.9761904761904762,"{'C': 0.468489, 'penalty': 'l2'}"
logistic_regression,mutacao_alta,16,10,0.35,0.9683517743179963,0.9758191007319623,0.964703425229741,0.9676015259387407,0.9824561403508771,0.9761904761904762,0.9761904761904762,"{'C': 0.497142, 'penalty': 'l2'}"
random_forest,baseline_ga,16,10,0.1,0.9518762173914984,0.9582461949575927,0.9530075187969925,0.9448709506448453,0.9649122807017544,0.9285714285714286,0.9512195121951219,"{'n_estimators': 119, 'max_depth': 9, 'min_samples_split': 3, 'min_samples_leaf': 4, 'max_features': 'log2'}"
random_forest,populacao_maior,32,10,0.1,0.9518169154169616,0.9582461949575927,0.9530075187969925,0.9446732773963894,0.9736842105263158,0.9285714285714286,0.9629629629629629,"{'n_estimators': 149, 'max_depth': 12, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt'}"
random_forest,mutacao_alta,16,10,0.35,0.9532190657041841,0.960439177413733,0.9530075187969925,0.9475196263070141,0.9649122807017544,0.9285714285714286,0.9512195121951219,"{'n_estimators': 129, 'max_depth': 30, 'min_samples_split': 9, 'min_samples_leaf': 3, 'max_features': 'log2'}"
